A1GRPIBHW72HDU	4	TPR	22.0	196	ekki icedpi	she accepts	ALL	she will accept	incorrect	NULL
A1GRPIBHW72HDU	4	TPR	22.0	196	ekki icedpi	she accepts	ALL	she accepts	revealed	NULL
A1GRPIBHW72HDU	4	MC	23.0	62	ekki enpli	she enters	she enters,she accepts,he enters,she will accept,to accept	she enters	correct	NULL
A1GRPIBHW72HDU	4	MC	24.0	49	pi icedpizpe	you accepted	you accepted,she will enter,you will enter,you entered,she watches	you accepted	correct	NULL
A1GRPIBHW72HDU	4	MCR	25.0	142	ekki enplü	she entered	she entered,I will watch,he accepted,to enter,she accepts	she entered	correct	NULL
A1GRPIBHW72HDU	4	MCR	26.0	153	ekki melilí	she will watch	she watches,to watch,she will watch,I watched,to enter	she watches	incorrect	NULL
A1GRPIBHW72HDU	4	MCR	26.1	153	ekki melilí	she will watch	to watch,she will watch,I watched,to enter	she will watch	correct	NULL
A1GRPIBHW72HDU	4	TP	27.0	181	pi enplizpe	you entered	ALL	you enter	incorrect	NULL
A1GRPIBHW72HDU	4	MCR	28.0	148	yé melilá	I will watch	I will accept,she accepted,I will watch,he accepted,he accepts	I will watch	correct	NULL
A1GRPIBHW72HDU	4	MCR	29.0	119	enplil	to enter	you enter,she will accept,she will enter,he accepted,to enter	to enter	correct	NULL
A1GRPIBHW72HDU	4	TPR	30.0	204	yé enplé	I enter	ALL	I will enter	incorrect	NULL
A1GRPIBHW72HDU	4	TPR	30.0	204	yé enplé	I enter	ALL	I enter	revealed	NULL
A1GRPIBHW72HDU	4	EX	31.0	14	ák enpli	he enters	ALL	he enters	revealed	NULL
A1GRPIBHW72HDU	4	EX	32.0	2	pi icedpiz	you accept	ALL	you accept	revealed	NULL
A1GRPIBHW72HDU	4	MC	33.0	39	ák icedpi	he accepts	he accepts,I watched,he entered,he will watch,she enters	he accepts	correct	NULL
A1GRPIBHW72HDU	4	EX	34.0	16	yé enplilá	I will enter	ALL	I will enter	revealed	NULL
A1GRPIBHW72HDU	4	TP	35.0	175	ekki enpli	she enters	ALL	she enters	correct	NULL
A1GRPIBHW72HDU	4	TP	36.0	XX	pi meliz	you watch	ALL	you watch	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.1	XX	pi icedpilíz	you will accept	ALL	you accept	nofeedback	test_incorrect
A1GRPIBHW72HDU	4	TP	36.2	XX	ák melü	he watched	ALL	he watched	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.3	XX	pi melilíz	you will watch	ALL	you will watch	nofeedback	test_correct
A1GRPIBHW72HDU	4	TP	36.4	XX	yé melé 	I watch	ALL	I watch	nofeedback	test_correct
