username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
APJJ1HHD2GGFS	24	TPR	["209","TPR","pi enplilíz","you will enter"]	209	She entered	NULL
A3IS28VQS5T5DE	7	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A3L0DCUXI7X3A9	35	TPR	["221","TPR","yé melá","I watched"]	221	I will watch	NULL
A2TDGWWPX6IMIZ	33	TPR	["212","TPR","yé enplá","I entered"]	212	I will enter	NULL
A1ITVW9X735K38	27	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A216CHBAPARGRZ	35	TP	["182","TP","ák enplü","he entered"]	182	he entered	NULL
A1QX1RYLCFXZJ9	35	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	she will enter	{"1":{"guess":"she entered","time":6},"2":{"guess":"she will enter","time":5}}
A26UIS59SY4NM6	16	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A3HNAJE7OJP66A	35	MCR	["157","MCR","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	157	I will accept	{"1":{"guess":"I will watch","time":14},"2":{"guess":"I will accept","time":13}}
A2SBISQJE2ZPJQ	4	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	NO_ANSWER_MADE	NULL
A2WT6FV92737W6	34	MC	["82","MC","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	82	she watches	NULL
A36L5AJ4CF3WCK	20	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	I will accept	{"1":{"guess":"I will accept","time":5}}
A1U5BE8XJRXKW3	35	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she accepted	{"1":{"guess":"she will accept","time":8},"2":{"guess":"she accepted","time":6}}
 A2WD7K61WGL37E	25	TP	["160","TP","icedpil","to accept"]	160	to accept	NULL
A3MXI2O3JZ0TZH	22	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A1WL3NZ50YEOWP	21	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
ABX5OQLR6UNBC	35	TPR	["194","TPR","pi icedpiz","you accept"]	194	you accepted	NULL
A6ORRFI3XOACA	9	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A1QUBLZCONL4QD	33	TPR	["209","TPR","pi enplilíz","you will enter"]	209	NO_ANSWER_MADE	NULL
A1PAY3X73PQ16S	32	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	he enters	NULL
A3IS28VQS5T5DE	8	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
AJWES6SFIP3AT	8	MC	["39","MC","ák icedpi","he accepts","I watched","he entered","he will watch","she enters"]	39	he accepts	NULL
APJJ1HHD2GGFS	25	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A3PT813GVSQMRY	1	TPR	["209","TPR","pi enplilíz","you will enter"]	209	NO_ANSWER_MADE	NULL
A33AZCOKCCTUXV	35	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122		
A2K56J9POYUFCA	22	MCR	["98","MCR","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	98	he enters	{"1":{"guess":"he will accept","time":5},"2":{"guess":"he enters","time":3},"3":{"guess":"he enters","time":0}}
A1ITVW9X735K38	28	MC	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	44	he will accept	NULL
A2WT6FV92737W6	35	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A2TDGWWPX6IMIZ	34	MC	["44","MC","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	44	he will accept	NULL
A36L5AJ4CF3WCK	21	TPR	["193","TPR","yé icedpé","I accept"]	193	i accepted	NULL
A26UIS59SY4NM6	17	TPR	["205","TPR","pi enpliz","you enter"]	205	i enter	NULL
A1PAY3X73PQ16S	33	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A2WGW5Y3ZFBDEC	30	MCR	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	125	he enters	{"1":{"guess":"he enters","time":2}}
A1WL3NZ50YEOWP	22	TP	["167","TP","ekki icedpilí","she will accept"]	167	she watched	NULL
A3IS28VQS5T5DE	9	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
APJJ1HHD2GGFS	26	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	I will accept	{"1":{"guess":"I will accept","time":12}}
AJWES6SFIP3AT	9	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	I will accept	{"1":{"guess":"I will accept","time":8}}
A2TDGWWPX6IMIZ	35	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A2SBISQJE2ZPJQ	5	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106		
A36L5AJ4CF3WCK	22	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A3MXI2O3JZ0TZH	23	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122		
A1ITVW9X735K38	29	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
 A2WD7K61WGL37E	26	TPR	["220","TPR","ekki melilí","she will watch"]	220	she watches	NULL
APJJ1HHD2GGFS	27	MC	["87","MC","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	87	he will watch	NULL
A3IS28VQS5T5DE	10	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A1WL3NZ50YEOWP	23	MC	["65","MC","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	65	you will enter	NULL
A6ORRFI3XOACA	10	TPR	["210","TPR","ák enplilí","he will enter"]	210	he enters	NULL
A1QUBLZCONL4QD	34	TP	["186","TP","yé melilá","I will watch"]	186	NO_ANSWER_MADE	NULL
A1PAY3X73PQ16S	34	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
A3PT813GVSQMRY	2	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	she will enter	{"1":{"guess":"she will enter","time":0},"2":{"guess":"she will enter","time":0},"3":{"guess":"she will enter","time":0}}
A3PT813GVSQMRY	2	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	she will enter	{"1":{"guess":"she will enter","time":0},"2":{"guess":"she will enter","time":0},"3":{"guess":"she will enter","time":0}}
A2K56J9POYUFCA	23	TP	["165","TP","yé icedpilá","I will accept"]	165	he accepted	NULL
A2WGW5Y3ZFBDEC	31	MC	["88","MC","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	88	she will watch	NULL
AJWES6SFIP3AT	10	MC	["41","MC","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	41	she accepted	NULL
A26UIS59SY4NM6	18	TPR	["221","TPR","yé melá","I watched"]	221	you watched	NULL
 A2WD7K61WGL37E	27	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A36L5AJ4CF3WCK	23	MCR	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	151	he will watch	{"1":{"guess":"he will watch","time":9}}
A3IS28VQS5T5DE	11	TPR	["206","TPR","ák enpli","he enters"]	206	he will enter	NULL
A1WL3NZ50YEOWP	24	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
APJJ1HHD2GGFS	28	MCR	["101","MCR","pi icedpiz","you accept","he will accept","to enter","he accepts","I entered"]	101	I entered	{"1":{"guess":"he will accept","time":11},"2":{"guess":"I entered","time":8}}
A3PT813GVSQMRY	3	MCR	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	125	he enters	{"1":{"guess":"he enters","time":9}}
A13I8ASC3JQ04P	1	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A6ORRFI3XOACA	11	MC	["80","MC","melil","to watch","I entered","I watched","she entered","he accepted"]	80	to watch	NULL
AJWES6SFIP3AT	11	MC	["78","MC","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	78	she entered	NULL
A2WGW5Y3ZFBDEC	32	MCR	["156","MCR","pi melizpe","you watched","he entered","she accepts","to watch","she enters"]	156	you watched	{"1":{"guess":"you watched","time":7}}
A3IS28VQS5T5DE	12	MCR	["144","MCR","melil","to watch","I entered","I watched","she entered","he accepted"]	144	to watch	{"1":{"guess":"to watch","time":13}}
 A2WD7K61WGL37E	28	MC	["89","MC","ekki melilí","she will watch","I watched","to enter","she watches","to watch"]	89	she will watch	NULL
A2SBISQJE2ZPJQ	6	MC	["43","MC","yé icedpilá","I will accept","he will watch","he enters","I accept","I watched"]	43	NO_ANSWER_MADE	NULL
A3MXI2O3JZ0TZH	24	TP	["173","TP","pi enpliz","you enter"]	173	NO_ANSWER_MADE	NULL
A1ITVW9X735K38	30	TP	["178","TP","ák enplilí","he will enter"]	178	he will accept	NULL
A26UIS59SY4NM6	19	MCR	["126","MCR","ekki enpli","she enters","she accepts","he enters","she will accept","to accept"]	126	to accept	{"1":{"guess":"she accepts","time":10},"2":{"guess":"she will accept","time":9},"3":{"guess":"to accept","time":6}}
A1QUBLZCONL4QD	35	TPR	["218","TPR","yé melilá","I will watch"]	218	NO_ANSWER_MADE	NULL
APJJ1HHD2GGFS	29	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A1PAY3X73PQ16S	35	TP	["180","TP","yé enplá","I entered"]	180	I enter	NULL
A1WL3NZ50YEOWP	25	MCR	["115","MCR","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	115	he accepted	{"1":{"guess":"he accepted","time":9}}
A3PT813GVSQMRY	4	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A2K56J9POYUFCA	24	TP	["185","TP","ekki meli","she watches"]	185	uou ente	NULL
AJWES6SFIP3AT	12	TP	["175","TP","ekki enpli","she enters"]	175	she entered	NULL
A13I8ASC3JQ04P	2	MC	["69","MC","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	69	he will enter	NULL
A3IS28VQS5T5DE	13	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
 A2WD7K61WGL37E	29	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A2WGW5Y3ZFBDEC	33	MCR	["115","MCR","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	115	he accepted	{"1":{"guess":"he accepted","time":8}}
A36L5AJ4CF3WCK	24	TPR	["214","TPR","ák enplü","he entered"]	214	he entered	NULL
A1ITVW9X735K38	31	MC	["94","MC","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	94	she watched	NULL
A6ORRFI3XOACA	12	MC	["37","MC","pi icedpiz","you accept","he will accept","to enter","he accepts","I entered"]	37	you accept	NULL
A1WL3NZ50YEOWP	26	TP	["176","TP","yé enplilá","I will enter"]	176	I entered	NULL
APJJ1HHD2GGFS	30	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104	she accepts	{"1":{"guess":"he accepted","time":11},"2":{"guess":"she accepts","time":9}}
A13I8ASC3JQ04P	3	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A3PT813GVSQMRY	5	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"he entered","time":8}}
AJWES6SFIP3AT	13	TPR	["212","TPR","yé enplá","I entered"]	212	i entered	NULL
 A2WD7K61WGL37E	30	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she accepted	{"1":{"guess":"she accepted","time":11}}
A3MXI2O3JZ0TZH	25	MCR	["115","MCR","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	115		
A3IS28VQS5T5DE	14	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you accept	{"1":{"guess":"I enter","time":11},"2":{"guess":"you accept","time":8}}
A36L5AJ4CF3WCK	25	EX	["14","EX","ák enpli","he enters"]	14	he enters	NULL
A1ITVW9X735K38	32	EX	["14","EX","ák enpli","he enters"]	14	he enters	NULL
A2SBISQJE2ZPJQ	7	MC	["38","MC","ák icedpi","he accepts","she entered","he enters","you enter","you entered"]	38	NO_ANSWER_MADE	NULL
A26UIS59SY4NM6	20	TP	["162","TP","pi icedpiz","you accept"]	162	they enter	NULL
A1WL3NZ50YEOWP	27	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A2WGW5Y3ZFBDEC	34	TP	["179","TP","ekki enplilí","she will enter"]	179	she will enter	NULL
A13I8ASC3JQ04P	4	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
APJJ1HHD2GGFS	31	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A2K56J9POYUFCA	25	TP	["183","TP","ekki enplü","she entered"]	183	she accepts	NULL
A3PT813GVSQMRY	6	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
A3IS28VQS5T5DE	15	TPR	["210","TPR","ák enplilí","he will enter"]	210	he enters	NULL
A26UIS59SY4NM6	21	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A3GO2JCV966XGE	1	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A6ORRFI3XOACA	13	MC	["68","MC","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	68	he entered	NULL
AJWES6SFIP3AT	14	MCR	["159","MCR","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	159	she watched	{"1":{"guess":"she watched","time":4}}
A1WL3NZ50YEOWP	28	TP	["176","TP","yé enplilá","I will enter"]	176	I entered	NULL
A13I8ASC3JQ04P	5	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	she will enter	{"1":{"guess":"she watches","time":10},"2":{"guess":"she will enter","time":8}}
A3IS28VQS5T5DE	16	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A3MXI2O3JZ0TZH	26	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	NO_ANSWER_MADE	NULL
 A2WD7K61WGL37E	31	TPR	["201","TPR","ák icedpü","he accepted"]	201	he accepted	NULL
A36L5AJ4CF3WCK	26	TPR	["210","TPR","ák enplilí","he will enter"]	210	he 	NULL
A2WGW5Y3ZFBDEC	35	TP	["178","TP","ák enplilí","he will enter"]	178	he will enter	NULL
A3GO2JCV966XGE	2	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A1ITVW9X735K38	33	TPR	["210","TPR","ák enplilí","he will enter"]	210	he will enter	NULL
APJJ1HHD2GGFS	32	MCR	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	131	he accepted	{"1":{"guess":"she entered","time":10},"2":{"guess":"you watched","time":8},"3":{"guess":"he accepted","time":7}}
A26UIS59SY4NM6	22	MC	["32","MC","icedpil","to accept","I enter","I entered","she accepted","she entered"]	32	to accept	NULL
A2SBISQJE2ZPJQ	8	TP	["170","TP","ekki icedpü","she accepted"]	170	NO_ANSWER_MADE	NULL
A3PT813GVSQMRY	7	MC	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	42	she entered	NULL
A2K56J9POYUFCA	26	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she enters	{"1":{"guess":"she will enter","time":10},"2":{"guess":"she enters","time":6}}
AJWES6SFIP3AT	15	MCR	["123","MCR","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	123	you enter	{"1":{"guess":"you enter","time":8}}
A1WL3NZ50YEOWP	29	MC	["53","MC","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	53	she accepted	NULL
A3IS28VQS5T5DE	17	MC	["45","MC","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	45	he will accept	NULL
A3GO2JCV966XGE	3	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A13I8ASC3JQ04P	6	MCR	["105","MCR","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	105	she accepts	{"1":{"guess":"he will watch","time":10},"2":{"guess":"she accepted","time":9},"3":{"guess":"she accepts","time":7}}
APJJ1HHD2GGFS	33	MC	["75","MC","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	75	he accepted	NULL
A2SBISQJE2ZPJQ	9	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A6ORRFI3XOACA	14	MCR	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	131	you watched	{"1":{"guess":"you watched","time":3},"2":{"guess":"you watched","time":0}}
A2K56J9POYUFCA	27	MC	["47","MC","ekki icedpilí","she will accept","she watched","I will watch","I will accept","to enter"]	47	she watched	NULL
A36L5AJ4CF3WCK	27	TP	["167","TP","ekki icedpilí","she will accept"]	167	she will accept	NULL
AJWES6SFIP3AT	16	MCR	["152","MCR","ekki melilí","she will watch","you will enter","he will watch","she accepted","she entered"]	152	she will watch	{"1":{"guess":"she will watch","time":10}}
A1WL3NZ50YEOWP	30	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A3PT813GVSQMRY	8	MCR	["141","MCR","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	141	he entered	{"1":{"guess":"he enters","time":8},"2":{"guess":"he entered","time":5}}
A26UIS59SY4NM6	23	TP	["176","TP","yé enplilá","I will enter"]	176	you enter	NULL
A3GO2JCV966XGE	4	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A13I8ASC3JQ04P	7	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A3IS28VQS5T5DE	18	MCR	["119","MCR","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	119	to enter	{"1":{"guess":"to enter","time":10}}
A3MXI2O3JZ0TZH	27	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	NO_ANSWER_MADE	NULL
 A2WD7K61WGL37E	32	MCR	["154","MCR","yé melá","I watched","he will accept","you enter","I enter","she will enter"]	154	I watched	{"1":{"guess":"I enter","time":1},"2":{"guess":"I watched","time":0}}
A2SBISQJE2ZPJQ	10	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A1ITVW9X735K38	34	TPR	["197","TPR","yé icedpilá","I will accept"]	197	you watched	NULL
APJJ1HHD2GGFS	34	TPR	["210","TPR","ák enplilí","he will enter"]	210	He accepts	NULL
A1WL3NZ50YEOWP	31	MCR	["119","MCR","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	119	to enter	{"1":{"guess":"to enter","time":12}}
A6ORRFI3XOACA	15	TP	["181","TP","pi enplizpe","you entered"]	181	you will enter	NULL
A26UIS59SY4NM6	24	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
AJWES6SFIP3AT	17	MCR	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	125	he enters	{"1":{"guess":"he enters","time":8}}
A36L5AJ4CF3WCK	28	TP	["176","TP","yé enplilá","I will enter"]	176	i entered	NULL
A3IS28VQS5T5DE	19	MC	["75","MC","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	75	you entered	NULL
A3PT813GVSQMRY	9	MC	["78","MC","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	78	she entered	NULL
A13I8ASC3JQ04P	8	MC	["63","MC","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	63	she enters	NULL
A1ITVW9X735K38	35	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
 A2WD7K61WGL37E	33	MC	["57","MC","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	57	I enter	NULL
A2SBISQJE2ZPJQ	11	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
A1WL3NZ50YEOWP	32	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A2K56J9POYUFCA	28	TPR	["200","TPR","pi icedpizpe","you accepted"]	200	you accepted	NULL
AJWES6SFIP3AT	18	TP	["178","TP","ák enplilí","he will enter"]	178	He will enter	NULL
APJJ1HHD2GGFS	35	MCR	["130","MCR","pi enplilíz","you will enter","you accept","I enter","he will watch","she will accept"]	130	you will enter	{"1":{"guess":"I enter","time":10},"2":{"guess":"you will enter","time":7}}
A36L5AJ4CF3WCK	29	MCR	["138","MCR","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	138	you entered	{"1":{"guess":"you entered","time":10}}
A3PT813GVSQMRY	10	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she watches	{"1":{"guess":"she watches","time":11}}
A3MXI2O3JZ0TZH	28	TPR	["210","TPR","ák enplilí","he will enter"]	210	NO_ANSWER_MADE	NULL
A13I8ASC3JQ04P	9	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	she accepts	NULL
A26UIS59SY4NM6	25	TP	["178","TP","ák enplilí","he will enter"]	178	i accept	NULL
A6ORRFI3XOACA	16	MCR	["125","MCR","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	125	he enters	{"1":{"guess":"he enters","time":3}}
AJWES6SFIP3AT	19	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A2SBISQJE2ZPJQ	12	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	you will enter	{"1":{"guess":"she watches","time":12},"2":{"guess":"she will enter","time":8},"3":{"guess":"you will enter","time":6}}
A36L5AJ4CF3WCK	30	MC	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	71	she will enter	NULL
A3PT813GVSQMRY	11	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
A3IS28VQS5T5DE	20	TP	["182","TP","ák enplü","he entered"]	182	I entered	NULL
A1WL3NZ50YEOWP	33	TPR	["210","TPR","ák enplilí","he will enter"]	210	he entered	NULL
A6ORRFI3XOACA	17	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A26UIS59SY4NM6	26	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A13I8ASC3JQ04P	10	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96	to accept	{"1":{"guess":"I enter","time":9},"2":{"guess":"to accept","time":8}}
 A2WD7K61WGL37E	34	TP	["162","TP","pi icedpiz","you accept"]	162	you will accept	NULL
AJWES6SFIP3AT	20	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A3PT813GVSQMRY	12	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A2K56J9POYUFCA	29	TP	["190","TP","pi melizpe","you watched"]	190	you watched	NULL
A3IS28VQS5T5DE	21	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A3MXI2O3JZ0TZH	29	MCR	["96","MCR","icedpil","to accept","I enter","I entered","she accepted","she entered"]	96		
A6ORRFI3XOACA	18	EX	["17","EX","pi enplilíz","you will enter"]	17	you will enter	NULL
A13I8ASC3JQ04P	11	MCR	["150","MCR","ák melilí","he will watch","to accept","she accepted","she will enter","she watches"]	150	he will watch	{"1":{"guess":"he will watch","time":11}}
 A2WD7K61WGL37E	35	MC	["52","MC","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	52	she accepted	NULL
A36L5AJ4CF3WCK	31	TPR	["218","TPR","yé melilá","I will watch"]	218	I watched	NULL
A26UIS59SY4NM6	27	MCR	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	109	he will accept	{"1":{"guess":"he will accept","time":8}}
AJWES6SFIP3AT	21	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A1WL3NZ50YEOWP	34	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she accepted	NULL
A3IS28VQS5T5DE	22	EX	["8","EX","pi icedpizpe","you accepted"]	8	you accepted	NULL
A2K56J9POYUFCA	30	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	you enter	NULL
A2SBISQJE2ZPJQ	13	TP	["163","TP","ák icedpi","he accepts"]	163	you accepted	NULL
A13I8ASC3JQ04P	12	EX	["13","EX","pi enpliz","you enter"]	13	you enter	NULL
A3V2XOIEVMYEBQ	8	TP	["190","TP","pi melizpe","you watched"]	190	you watch	NULL
A3PT813GVSQMRY	13	MC	["63","MC","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	63	she enters	NULL
A36L5AJ4CF3WCK	32	MCR	["137","MCR","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	137	I entered	{"1":{"guess":"I entered","time":11}}
A26UIS59SY4NM6	28	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she accepted	{"1":{"guess":"she accepted","time":12}}
A6ORRFI3XOACA	19	TP	["178","TP","ák enplilí","he will enter"]	178	he will enter	NULL
A3IS28VQS5T5DE	23	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A1WL3NZ50YEOWP	35	EX	["24","EX","melil","to watch"]	24	to watch	NULL
AJWES6SFIP3AT	22	TPR	["199","TPR","ekki icedpilí","she will accept"]	199	she will accept	NULL
A13I8ASC3JQ04P	13	MCR	["114","MCR","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	114	he accepted	{"1":{"guess":"he accepted","time":11}}
A3MXI2O3JZ0TZH	30	TP	["182","TP","ák enplü","he entered"]	182	NO_ANSWER_MADE	NULL
A2SBISQJE2ZPJQ	14	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he will watch	{"1":{"guess":"I will enter","time":12},"2":{"guess":"I enter","time":10},"3":{"guess":"he will watch","time":8}}
A6ORRFI3XOACA	20	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A26UIS59SY4NM6	29	TP	["189","TP","yé melá","I watched"]	189	i watched	NULL
A2K56J9POYUFCA	31	MC	["77","MC","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	77	she accepted	NULL
A36L5AJ4CF3WCK	33	TPR	["215","TPR","ekki enplü","she entered"]	215	she will enter	NULL
A3V2XOIEVMYEBQ	9	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A3IS28VQS5T5DE	24	MC	["90","MC","yé melá","I watched","he will accept","you enter","I enter","she will enter"]	90	I watched	NULL
A13I8ASC3JQ04P	14	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A3GO2JCV966XGE	5	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A3PT813GVSQMRY	14	TP	["177","TP","pi enplilíz","you will enter"]	177	I accept	NULL
A26UIS59SY4NM6	30	MC	["80","MC","melil","to watch","I entered","I watched","she entered","he accepted"]	80	to watch	NULL
AJWES6SFIP3AT	23	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	he accepted	NULL
A6ORRFI3XOACA	21	TP	["183","TP","ekki enplü","she entered"]	183	she will enter	NULL
A36L5AJ4CF3WCK	34	TP	["172","TP","yé enplé","I enter"]	172	I entered	NULL
A13I8ASC3JQ04P	15	MC	["73","MC","yé enplá","I entered","she entered","he enters","I will enter","to watch"]	73	I will enter	NULL
A3IS28VQS5T5DE	25	TP	["191","TP","ekki melü","she watched"]	191	she watched	NULL
A3MXI2O3JZ0TZH	31	MCR	["104","MCR","ekki icedpi","she accepts","she entered","he accepted","he entered","you entered"]	104		
