username	training_step	prompt_type	current_action	current_action_id	current_observation	complex_observation
A36J59FFWYQ6AK	9	MCR	["129","MCR","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	129	I will enter	{"1":{"guess":"I will enter","time":6}}
A36J59FFWYQ6AK	10	MC	["77","MC","ák enplü","he entered","he will accept","he enters","she will accept","she accepted"]	77	he entered	NULL
A36J59FFWYQ6AK	11	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A36J59FFWYQ6AK	12	MC	["34","MC","yé icedpé","I accept","I watched","to accept","he will accept","he enters"]	34	I accept	NULL
A36J59FFWYQ6AK	13	MC	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	93	he will enter	NULL
A36J59FFWYQ6AK	14	TPR	["211","TPR","ekki enplilí","she will enter"]	211	she enters	NULL
A36J59FFWYQ6AK	15	EX	["7","EX","ekki icedpilí","she will accept"]	7	she will accept	NULL
A36J59FFWYQ6AK	16	TP	["164","TP","ekki icedpi","she accepts"]	164	she will accept	NULL
A36J59FFWYQ6AK	17	MCR	["127","MCR","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	127	she enters	{"1":{"guess":"she enters","time":10}}
A36J59FFWYQ6AK	18	TP	["164","TP","ekki icedpi","she accepts"]	164	she will accept	NULL
A36J59FFWYQ6AK	19	TPR	["215","TPR","ekki enplü","she entered"]	215	she enters	NULL
A36J59FFWYQ6AK	20	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":8}}
A36J59FFWYQ6AK	21	MCR	["138","MCR","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	138	you entered	{"1":{"guess":"I will enter","time":6},"2":{"guess":"you entered","time":4}}
A36J59FFWYQ6AK	22	MC	["94","MC","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	94	she watched	NULL
A36J59FFWYQ6AK	23	TP	["164","TP","ekki icedpi","she accepts"]	164	she will enter	NULL
A36J59FFWYQ6AK	24	TP	["164","TP","ekki icedpi","she accepts"]	164	she will watch	NULL
A36J59FFWYQ6AK	25	MCR	["121","MCR","yé enplé","I enter","you enter","he enters","you accepted","to accept"]	121	I enter	{"1":{"guess":"I enter","time":11}}
A36J59FFWYQ6AK	26	MCR	["113","MCR","pi icedpizpe","you accepted","she will enter","you will enter","you entered","she watches"]	113	you entered	{"1":{"guess":"you will enter","time":5},"2":{"guess":"you entered","time":3}}
A36J59FFWYQ6AK	27	MCR	["109","MCR","ák icedpilí","he will accept","he will watch","you accepted","she accepts","to accept"]	109	he will accept	{"1":{"guess":"to accept","time":13},"2":{"guess":"he will accept","time":9}}
A36J59FFWYQ6AK	28	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":14}}
A36J59FFWYQ6AK	29	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A36J59FFWYQ6AK	30	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A36J59FFWYQ6AK	31	TPR	["215","TPR","ekki enplü","she entered"]	215	she enters	NULL
A36J59FFWYQ6AK	32	TP	["173","TP","pi enpliz","you enter"]	173	he entered	NULL
A36J59FFWYQ6AK	33	MC	["48","MC","pi icedpizpe","you accepted","she enters","she entered","I watched","he entered"]	48	he entered	NULL
A36J59FFWYQ6AK	34	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A36J59FFWYQ6AK	35	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A1JV64BL3WCK0G	1	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A1JV64BL3WCK0G	2	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A1JV64BL3WCK0G	3	MC	["68","MC","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	68	he entered	NULL
A1JV64BL3WCK0G	4	MC	["85","MC","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	85	you enter	NULL
A1JV64BL3WCK0G	5	MCR	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	151	he will watch	{"1":{"guess":"he will watch","time":11}}
A1JV64BL3WCK0G	6	MC	["93","MC","pi melizpe","you watched","I will accept","he will enter","she watched","I will watch"]	93	she watched	NULL
A1JV64BL3WCK0G	7	MC	["68","MC","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	68	he entered	NULL
A1JV64BL3WCK0G	8	EX	["28","EX","ekki melilí","she will watch"]	28	she will watch	NULL
A1JV64BL3WCK0G	9	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A1JV64BL3WCK0G	10	EX	["12","EX","yé enplé","I enter"]	12	I enter	NULL
A1JV64BL3WCK0G	11	MCR	["122","MCR","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	122	you enter	{"1":{"guess":"she entered","time":12},"2":{"guess":"she will enter","time":8},"3":{"guess":"you enter","time":6}}
A1JV64BL3WCK0G	12	MCR	["132","MCR","ák enplilí","he will enter","I accept","I watched","he entered","to watch"]	132	he entered	{"1":{"guess":"I watched","time":13},"2":{"guess":"I accept","time":11},"3":{"guess":"he entered","time":3}}
A1JV64BL3WCK0G	13	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A1JV64BL3WCK0G	14	MC	["91","MC","yé melá","I watched","you watched","she watches","to enter","she accepts"]	91	I watched	NULL
A1JV64BL3WCK0G	15	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	I accept	NULL
A1JV64BL3WCK0G	16	MCR	["115","MCR","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	115	he accepted	{"1":{"guess":"he accepted","time":11}}
A2UC9GP05L9A51	1	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A1JV64BL3WCK0G	17	MC	["69","MC","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	69	he will enter	NULL
A1JV64BL3WCK0G	18	MCR	["110","MCR","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	110	she will accept	{"1":{"guess":"she will accept","time":10}}
A2UC9GP05L9A51	2	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	you enter	NULL
A1JV64BL3WCK0G	19	MCR	["116","MCR","ekki icedpü","she accepted","you will enter","she watched","you entered","I accept"]	116	she accepted	{"1":{"guess":"she accepted","time":12}}
A1JV64BL3WCK0G	20	MCR	["108","MCR","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	108	he will accept	{"1":{"guess":"he will accept","time":12}}
A2UC9GP05L9A51	3	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	he enters	NULL
A1JV64BL3WCK0G	21	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A2UC9GP05L9A51	4	EX	["23","EX","ekki enplü","she entered"]	23	she entered	NULL
A1JV64BL3WCK0G	22	MCR	["158","MCR","ekki melü","she watched","he accepted","I accept","to accept","I will watch"]	158	she watched	{"1":{"guess":"she watched","time":13}}
A2UC9GP05L9A51	5	MCR	["110","MCR","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	110	she will accept	{"1":{"guess":"she will accept","time":5}}
A1JV64BL3WCK0G	23	TPR	["215","TPR","ekki enplü","she entered"]	215	she entered	NULL
A2UC9GP05L9A51	6	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":6}}
A1JV64BL3WCK0G	24	MC	["72","MC","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	72	I entered	NULL
A2UC9GP05L9A51	7	EX	["6","EX","ák icedpilí","he will accept"]	6	he will accept	NULL
A1JV64BL3WCK0G	25	TP	["164","TP","ekki icedpi","she accepts"]	164	she accepted	NULL
A2UC9GP05L9A51	8	MC	["63","MC","ekki enpli","she enters","he entered","he accepts","he will enter","she will enter"]	63	she enters	NULL
A1JV64BL3WCK0G	26	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A2UC9GP05L9A51	9	TPR	["215","TPR","ekki enplü","she entered"]	215	she a	NULL
A1JV64BL3WCK0G	27	TPR	["202","TPR","ekki icedpü","she accepted"]	202	she will accept	NULL
A1JV64BL3WCK0G	28	MCR	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	139	you entered	{"1":{"guess":"you entered","time":12}}
A2UC9GP05L9A51	10	MCR	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	139	he will enter	{"1":{"guess":"he will enter","time":1},"2":{"guess":"he will enter","time":0}}
A2UC9GP05L9A51	10	MCR	["139","MCR","pi enplizpe","you entered","he accepted","he will enter","she accepted","he will accept"]	139	he will enter	{"1":{"guess":"he will enter","time":1},"2":{"guess":"he will enter","time":0}}
A2UC9GP05L9A51	11	MCR	["145","MCR","melil","to watch","to accept","he will enter","I enter","she watches"]	145	to watch	{"1":{"guess":"to watch","time":9}}
A1JV64BL3WCK0G	29	TP	["163","TP","ák icedpi","he accepts"]	163	he entered	NULL
A1JV64BL3WCK0G	30	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A2UC9GP05L9A51	12	MCR	["136","MCR","yé enplá","I entered","she accepted","she will watch","he will enter","she watches"]	136	I entered	{"1":{"guess":"I entered","time":3}}
A1JV64BL3WCK0G	31	MCR	["108","MCR","ák icedpilí","he will accept","I accept","she enters","she will watch","she will enter"]	108	he will accept	{"1":{"guess":"he will accept","time":9}}
A1JV64BL3WCK0G	32	EX	["9","EX","ák icedpü","he accepted"]	9	he accepted	NULL
A2UC9GP05L9A51	13	MCR	["140","MCR","ák enplü","he entered","she entered","I enter","I will enter","he will watch"]	140	he entered	{"1":{"guess":"she entered","time":5},"2":{"guess":"he entered","time":3}}
A1JV64BL3WCK0G	33	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A2UC9GP05L9A51	14	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A2UC9GP05L9A51	15	EX	["22","EX","ák enplü","he entered"]	22	he entered	NULL
A1JV64BL3WCK0G	34	TP	["164","TP","ekki icedpi","she accepts"]	164	she will accept	NULL
A2UC9GP05L9A51	16	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A2UC9GP05L9A51	17	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	she will accept	NULL
A1JV64BL3WCK0G	35	MCR	["131","MCR","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	131	you will enter	{"1":{"guess":"you will enter","time":10}}
A2UC9GP05L9A51	18	TPR	["208","TPR","yé enplilá","I will enter"]	208	I entered	NULL
A2UC9GP05L9A51	19	TP	["183","TP","ekki enplü","she entered"]	183	she entered	NULL
A2UC9GP05L9A51	20	MC	["87","MC","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	87	he will watch	NULL
A2UC9GP05L9A51	21	TP	["168","TP","pi icedpizpe","you accepted"]	168	I will watch	NULL
A2UC9GP05L9A51	22	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A2UC9GP05L9A51	23	TP	["177","TP","pi enplilíz","you will enter"]	177	you accept	NULL
A2UC9GP05L9A51	24	TPR	["195","TPR","ák icedpi","he accepts"]	195	he accepted	NULL
A2UC9GP05L9A51	25	MC	["81","MC","melil","to watch","to accept","he will enter","I enter","she watches"]	81	to watch	NULL
A2UC9GP05L9A51	26	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A2UC9GP05L9A51	27	MC	["74","MC","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	74	you entered	NULL
A2UC9GP05L9A51	28	MCR	["117","MCR","ekki icedpü","she accepted","to accept","she enters","she will accept","you accepted"]	117	she accepted	{"1":{"guess":"she will accept","time":7},"2":{"guess":"she enters","time":6},"3":{"guess":"she accepted","time":5}}
A2UC9GP05L9A51	29	MCR	["138","MCR","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	138	you entered	{"1":{"guess":"you entered","time":8}}
A2UC9GP05L9A51	30	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A2UC9GP05L9A51	31	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A2UC9GP05L9A51	32	MCR	["138","MCR","pi enplizpe","you entered","I will accept","I will enter","you watched","I accept"]	138	you entered	{"1":{"guess":"you entered","time":10}}
A2UC9GP05L9A51	33	MC	["42","MC","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	42	I will accept	NULL
A2UC9GP05L9A51	34	EX	["0","EX","icedpil","to accept"]	0	to accept	NULL
A2UC9GP05L9A51	35	TP	["164","TP","ekki icedpi","she accepts"]	164	she accepts	NULL
A1K8QNLYYYX21W	1	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A1K8QNLYYYX21W	2	EX	["30","EX","pi melizpe","you watched"]	30	you watched	NULL
A1U8HCXVACOGJ8	1	EX	["18","EX","ák enplilí","he will enter"]	18	he will enter	NULL
A1K8QNLYYYX21W	3	MCR	["133","MCR","ák enplilí","he will enter","you will enter","I entered","you accepted","I will accept"]	133	you will enter	{"1":{"guess":"you accepted","time":7},"2":{"guess":"I entered","time":4},"3":{"guess":"you will enter","time":3}}
A3U21PUMQ6NGT2	1	EX	["10","EX","ekki icedpü","she accepted"]	10	she accepted	NULL
A2GB0RI43KU4Z	1	EX	["16","EX","yé enplilá","I will enter"]	16	I will enter	NULL
A1U8HCXVACOGJ8	2	MC	["85","MC","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	85	I will watch	NULL
A1K8QNLYYYX21W	4	MCR	["154","MCR","yé melá","I watched","he will accept","you enter","I enter","she will enter"]	154	he will accept	{"1":{"guess":"she will enter","time":15},"2":{"guess":"I enter","time":13},"3":{"guess":"he will accept","time":12}}
A3U21PUMQ6NGT2	2	MCR	["142","MCR","ekki enplü","she entered","she accepts","I will watch","to enter","he accepted"]	142	he accepted	{"1":{"guess":"she accepts","time":14},"2":{"guess":"he accepted","time":11}}
A2GB0RI43KU4Z	2	MC	["90","MC","yé melá","I watched","he will accept","you enter","I enter","she will enter"]	90	I watched	NULL
A1K8QNLYYYX21W	5	EX	["11","EX","enplil","to enter"]	11	to enter	NULL
A1U8HCXVACOGJ8	3	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	she will accept	NULL
A3U21PUMQ6NGT2	3	MC	["95","MC","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	95	she enters	NULL
A2GB0RI43KU4Z	3	MC	["41","MC","ekki icedpi","she accepts","I will accept","she accepted","he will watch","you enter"]	41	she accepted	NULL
A14ADQ7RUN6TDY	1	EX	["4","EX","ekki icedpi","she accepts"]	4	she accepts	NULL
A3U21PUMQ6NGT2	4	MC	["61","MC","ák enpli","he enters","you accepted","I will enter","he accepts","he entered"]	61	I will enter	NULL
A1K8QNLYYYX21W	6	MC	["67","MC","pi enplilíz","you will enter","you watched","he accepted","I will accept","she entered"]	67	you will enter	NULL
A1U8HCXVACOGJ8	4	EX	["5","EX","yé icedpilá","I will accept"]	5	I will accept	NULL
A2GB0RI43KU4Z	4	MCR	["155","MCR","yé melá","I watched","you watched","she watches","to enter","she accepts"]	155	I watched	{"1":{"guess":"I watched","time":13}}
A3U21PUMQ6NGT2	5	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
A1K8QNLYYYX21W	7	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she will enter	{"1":{"guess":"she enters","time":13},"2":{"guess":"she will enter","time":10}}
A14ADQ7RUN6TDY	2	MCR	["129","MCR","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	129	he enters	{"1":{"guess":"to accept","time":10},"2":{"guess":"he enters","time":6}}
A3U21PUMQ6NGT2	6	MC	["71","MC","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	71	she will enter	NULL
A2GB0RI43KU4Z	5	MCR	["135","MCR","ekki enplilí","she will enter","she will accept","you enter","he accepted","he enters"]	135	she will enter	{"1":{"guess":"he enters","time":10},"2":{"guess":"you enter","time":8},"3":{"guess":"she will enter","time":7}}
A1U8HCXVACOGJ8	5	TP	["173","TP","pi enpliz","you enter"]	173	He accepts	NULL
A14ADQ7RUN6TDY	3	MC	["80","MC","melil","to watch","I entered","I watched","she entered","he accepted"]	80	I entered	NULL
A3U21PUMQ6NGT2	7	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A1K8QNLYYYX21W	8	TP	["174","TP","ák enpli","he enters"]	174	I will enter	NULL
A2GB0RI43KU4Z	6	EX	["1","EX","yé icedpé","I accept"]	1	I accept	NULL
A1U8HCXVACOGJ8	6	EX	["29","EX","yé melá","I watched"]	29	I watched	NULL
A14ADQ7RUN6TDY	4	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A3U21PUMQ6NGT2	8	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A2GB0RI43KU4Z	7	MC	["51","MC","ák icedpü","he accepted","I watched","to accept","I entered","you will enter"]	51	he accepted	NULL
A2GB0RI43KU4Z	8	EX	["26","EX","yé melilá","I will watch"]	26	I will watch	NULL
A1U8HCXVACOGJ8	7	MCR	["159","MCR","ekki melü","she watched","you watched","she enters","he will enter","I enter"]	159	you watched	{"1":{"guess":"he will enter","time":10},"2":{"guess":"you watched","time":5}}
A14ADQ7RUN6TDY	5	MCR	["103","MCR","ák icedpi","he accepts","I watched","he entered","he will watch","she enters"]	103	I watched	{"1":{"guess":"he will watch","time":8},"2":{"guess":"I watched","time":6}}
A3U21PUMQ6NGT2	9	TPR	["217","TPR","ekki meli","she watches"]	217	she enters	NULL
A1U8HCXVACOGJ8	8	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A2GB0RI43KU4Z	9	MCR	["106","MCR","yé icedpilá","I will accept","she accepts","she entered","she will enter","I entered"]	106	I will accept	{"1":{"guess":"I will accept","time":8}}
A14ADQ7RUN6TDY	6	MC	["85","MC","yé melilá","I will watch","I watched","she will watch","you enter","I accept"]	85	you enter	NULL
A1U8HCXVACOGJ8	9	EX	["19","EX","ekki enplilí","she will enter"]	19	she will enter	NULL
A3U21PUMQ6NGT2	10	TPR	["207","TPR","ekki enpli","she enters"]	207	she enters	NULL
A2GB0RI43KU4Z	10	MCR	["151","MCR","ák melilí","he will watch","he entered","you entered","you enter","she will watch"]	151	he will watch	{"1":{"guess":"she will watch","time":10},"2":{"guess":"he will watch","time":9}}
A14ADQ7RUN6TDY	7	EX	["31","EX","ekki melü","she watched"]	31	she watched	NULL
A3U21PUMQ6NGT2	11	MC	["54","MC","enplil","to enter","he will watch","you accepted","she accepts","she will watch"]	54	to enter	NULL
A1HRHFU7KTS0KW	1	EX	["25","EX","ekki meli","she watches"]	25	she watches	NULL
A1U8HCXVACOGJ8	10	MC	["60","MC","ák enpli","he enters","you will enter","I will accept","to accept","I enter"]	60	I enter	NULL
A2GB0RI43KU4Z	11	MC	["55","MC","enplil","to enter","she will enter","he accepted","you enter","she will accept"]	55	to enter	NULL
A3U21PUMQ6NGT2	12	MCR	["129","MCR","yé enplilá","I will enter","he enters","I entered","you will enter","to accept"]	129	I will enter	{"1":{"guess":"you will enter","time":12},"2":{"guess":"I will enter","time":10}}
A1U8HCXVACOGJ8	11	EX	["15","EX","ekki enpli","she enters"]	15	she enters	NULL
A1HRHFU7KTS0KW	2	EX	["27","EX","ák melilí","he will watch"]	27	he will watch	NULL
A3U21PUMQ6NGT2	13	MC	["50","MC","ák icedpü","he accepted","you accept","I accept","he entered","you entered"]	50	I accept	NULL
A14ADQ7RUN6TDY	8	TPR	["195","TPR","ák icedpi","he accepts"]	195	he entered	NULL
A1HRHFU7KTS0KW	3	MC	["59","MC","pi enpliz","you enter","I will enter","she watches","she will accept","to accept"]	59	you enter	NULL
A3U21PUMQ6NGT2	14	MCR	["146","MCR","ekki meli","she watches","you accept","she will enter","he will watch","she enters"]	146	she watches	{"1":{"guess":"she watches","time":14}}
A2GB0RI43KU4Z	12	TPR	["204","TPR","yé enplé","I enter"]	204	I will enter	NULL
A1U8HCXVACOGJ8	12	TP	["183","TP","ekki enplü","she entered"]	183	she enters	NULL
A1HRHFU7KTS0KW	4	EX	["2","EX","pi icedpiz","you accept"]	2	you accept	NULL
A2GB0RI43KU4Z	13	MC	["58","MC","pi enpliz","you enter","she entered","she will enter","he accepts","she accepts"]	58	you enter	NULL
A3U21PUMQ6NGT2	15	TP	["161","TP","yé icedpé","I accept"]	161	I accept	NULL
A14ADQ7RUN6TDY	9	TPR	["208","TPR","yé enplilá","I will enter"]	208	I entered	NULL
A3U21PUMQ6NGT2	16	MC	["46","MC","ekki icedpilí","she will accept","you accepted","I watched","I entered","he enters"]	46	she will accept	NULL
A1U8HCXVACOGJ8	13	MC	["70","MC","ekki enplilí","she will enter","she will watch","I will watch","he accepts","to enter"]	70	she will enter	NULL
A2GB0RI43KU4Z	14	MC	["56","MC","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	56	I enter	NULL
A1HRHFU7KTS0KW	5	MC	["35","MC","yé icedpé","I accept","she watched","he accepts","I will accept","she accepted"]	35	she accepted	NULL
A14ADQ7RUN6TDY	10	EX	["3","EX","ák icedpi","he accepts"]	3	he accepts	NULL
A2GB0RI43KU4Z	15	MCR	["120","MCR","yé enplé","I enter","to enter","to watch","you accept","he will watch"]	120	I enter	{"1":{"guess":"I enter","time":14}}
A2GB0RI43KU4Z	16	MC	["37","MC","pi icedpiz","you accept","he will accept","to enter","he accepts","I entered"]	37	you accept	NULL
A3U21PUMQ6NGT2	17	TP	["182","TP","ák enplü","he entered"]	182	I will enter	NULL
A1U8HCXVACOGJ8	14	TPR	["205","TPR","pi enpliz","you enter"]	205	he watched	NULL
